brand	city	state	lat	lon	address
7_eleven	Amelia	VA	37.35818	-77.96102	15418 PATRICK HENRY HWY
7_eleven	Amissville	VA	38.678433	-77.917581	18179 LEE HWY
7_eleven	Annapolis Junction	MD	39.129377	-76.793504	10930 GUILFORD RD
7_eleven	Bracketville	TX	29.30996	-100.41874	108 US 90 (Military Hwy)
7_eleven	Bricktown	NJ	40.047222	-74.115892	667 MANTOLOKING RD
7_eleven	Bricktown	NJ	40.096502	-74.140387	1151 BURNT TAVERN RD
7_eleven	Bricktown	NJ	40.061476	-74.140731	101 CHAMBERSBRIDGE RD
7_eleven	Bricktown	NJ	40.075326	-74.105866	2075 ROUTE 88
7_eleven	Cardiff By The Sea	CA	33.019194	-117.281169	2211 SAN ELIJO AVENUE
7_eleven	Chesterfield Townshi	MI	42.675355	-82.769655	33800 23 MILE RD
7_eleven	Chesterfield Townshi	MI	42.688669	-82.822912	52951 GRATIOT
7_eleven	Commerce	MI	42.591657	-83.481641	110 W COMMERCE RD
7_eleven	Commerce Twp	MI	42.533135	-83.501355	710 BENSTEIN
7_eleven	Commerce Twp	MI	42.576335	-83.440724	4100 HAGGERTY
7_eleven	Eagle Rock	CA	34.139007	-118.20898	1910 COLORADO BLVD
7_eleven	East Weymouth	MA	42.208976	-70.958777	425 WASHINGTON ST
7_eleven	East Weymouth	MA	42.215028	-70.922794	1453 COMMERCIAL ST
7_eleven	Franklin	CT	41.566587	-72.128608	# 15 ROUTE 32
7_eleven	Hudgins	VA	37.470792	-76.325974	24 CRICKET HILL RD
7_eleven	Indian Harbor Beach	FL	28.15161	-80.59949	1899 S PATRICK DR
7_eleven	Lake View Terrace	CA	34.277705	-118.378573	11331 W OSBORNE ST
7_eleven	Las Angeles	CA	34.019206	-118.181144	4269 OLYMPIC BLVD
7_eleven	Litchfield	NH	42.810706	-71.426883	274 DERRY RD
7_eleven	Little Egg Harbor	NJ	39.57612	-74.366634	800 RADIO RD
7_eleven	Marco	FL	25.920943	-81.725771	641 S. COLLIER BLVD
7_eleven	Marco	FL	25.952224	-81.724394	600 BALD EAGLE DR
7_eleven	Marriott	UT	41.244291	-112.009057	1181 W 12TH ST
7_eleven	Mt. Enterprise	TX	31.91757	-94.68052	104 S. Railroad Ave.
7_eleven	New London	PA	39.78385	-75.87722	2066 NEWARK ROAD
7_eleven	Penacook	NH	43.266666	-71.587666	9 VILLAGE ST
7_eleven	Penn Laird	VA	38.377763	-78.796614	6132 SPOTSWOOD TRAIL
7_eleven	Phoenix	MD	39.515765	-76.559706	14215 JARRETTSVILLE PIKE
7_eleven	Rockingham	VA	38.413049	-78.833399	2950 SPOTSWOOD TRL
7_eleven	Rolling Prarie	IN	41.7064	-86.62147	6776 N. Country Road 425 East
7_eleven	Rolling Prarie	IN	41.70693	-86.62336	4004 E. County Road 700 North
7_eleven	Rush	NY	42.996705	-77.645966	5947 E HENRIETTA RD
7_eleven	Security	CO	38.75194	-104.742302	510 S. SECURITY BLVD
7_eleven	Security	CO	38.768381	-104.739739	1810 MAIN ST
7_eleven	Sepulveda	CA	34.243405	-118.467183	9526 SEPULVEDA BLVD
7_eleven	Snyder	NY	42.96306	-78.78364	4505 Main St
7_eleven	South Coventry Twp	PA	40.17472	-75.66266	2200 Pottstown Pike
7_eleven	Sparrows Point	MD	39.233243	-76.456892	5230 NORTH POINT BLVD
7_eleven	Sparrows Point	MD	39.241255	-76.446365	7100 NORTH POINT RD
7_eleven	St. Petersburg Bea	FL	27.73406	-82.745622	6205 GULF BLVD
7_eleven	Village	OK	35.56533	-97.548716	9308 N. Pennsylvania
7_eleven	West Dover	VT	42.94475	-72.864129	197 ROUTE 100
7_eleven	Wheatfield	NY	43.086255	-78.889148	6955 WARD RD
7_eleven	Wheatfield	NY	43.09202	-78.934467	6880 PLAZA
adidas	Los Cerritos	CA	33.862903	-118.094808	239 Los Cerritos Center
adidas	Oxon	MD	38.794871	-77.00178	6800 Oxon Hill Road
aldi	Broadview Hts	OH	41.314404	-81.690156	1500 Royalton Road
aldi	Christiana	DE	39.669541	-75.665765	323 W Main St
aldi	Commerce Twp	MI	42.555566	-83.440183	2155 Haggerty Rd
aldi	Edgewater Park	NJ	40.039814	-74.915422	4225 Route 130
aldi	Egg Harbor Twsp.	NJ	39.437329	-74.613371	6028 Black Horse Pike
aldi	Ft. Oglethorpe	GA	34.948356	-85.232128	1999 Battlefield Pkwy
aldi	LaGrange Park	IL	41.821278	-87.869701	333 N Lagrange Rd
aldi	Mt Airy	NC	36.47781	-80.619344	1215 State Street
aldi	N Charleston	SC	32.942814	-80.039915	7620 Rivers Ave Suite 100
aldi	N. Aurora	IL	41.80889	-88.351773	199 Miller Drive
aldi	Pocono	PA	41.116674	-75.382378	2995 Sr 940
aldi	Port Saint. Lucie	FL	27.313204	-80.312359	8560 S US Hwy 1
aldi	Saint. Petersburg	FL	27.741942	-82.678173	2900 34th Street South
aldi	Van Buren Township	MI	42.229533	-83.484845	10017 Belleville Rd.
aldi	Warrensville Hts	OH	41.445778	-81.496102	4087 Richmond Rd
aldi	Washington	MD	38.901558	-76.978021	901 17th Street, N.E.
aldi	Washington	MD	38.954515	-76.99975	5300 South Dakota Ave NE Suite C-01
amazon_locker	Altamonte spri gs	FL	28.662365	-81.405106	Express Mart - 551 west sr 436 Altamonte springs Florida 32714, 551 west sr 436 Altamonte springs Florida 32714
amazon_locker	Annapolis Junction	MD	39.129313	-76.793603	10930 Guilford Rd
amazon_locker	Baileys Crossroads	VA	38.853201	-77.131344	Ross Dress for Less, 5840 Crossroads Ctr
amazon_locker	Bel Ridge	MO	38.718631	-90.329813	Quik Trip, 9099 NATURAL BRIDGE RD.
amazon_locker	Bonlee	NC	35.645721	-79.414077	Quick N Easy 8, 4191 Old Hwy 421
amazon_locker	Carollton	TX	32.971413	-96.877264	PopStop! - 2204 Kelly Blvd Ste 101, 2204 Kelly Blvd Ste 101
amazon_locker	Centerline	MI	42.477973	-83.019442	Family Dollar - 28398, 8535 E 10 MILE RD
amazon_locker	China	CA	35.65456	-117.656391	BLANDY ST BLDG 19, Blandy St Bldg 19
amazon_locker	Dacano	CO	40.087102	-104.929165	Family Dollar - 25907, 1020 8TH ST
amazon_locker	Davis-Monthan AFB	AZ	32.179021	-110.879073	AAFES Davis, 5345 S Kachina St
amazon_locker	Deerfield Bch	FL	26.316577	-80.089856	1000 E Hillsboro Blvd Ste 100
amazon_locker	DePere	WI	44.432022	-88.016199	3705 Monroe Road
amazon_locker	East Norton	PA	40.14518	-75.314919	DAE8 - 53 West Germantown Pike, 53 West Germantown Pike
amazon_locker	East Weymouth	MA	42.214995	-70.92291	1453 Commercial St
amazon_locker	Eastampton	NJ	40.005552	-74.763782	LUKOIL, 1301 Woodlane Rd
amazon_locker	Elizabethport	NJ	40.652399	-74.185339	IGEEK REPAIR LLC, 206 2nd St Unit 1
amazon_locker	Florida	FL	28.386683	-80.754642	Clearlake Marathon - 1600 clearlake Rd, 1600 clearlake Rd
amazon_locker	Fort Eisenhower	GA	33.40832	-82.134953	Ft. Eisenhower Main Exchange, 201 3rd Ave
amazon_locker	Fort Eisenhower	GA	33.422652	-82.140219	Brown Hall Mailroom, 844 Barnes Ave
amazon_locker	Fort Gragg-Adams	VA	37.237628	-77.337893	Fort Gregg Adams Pxtra bldg 9025, 1431 Sustainment Ave
amazon_locker	Fort Gragg-Adams	VA	37.252732	-77.326883	Gregg Adams Main Exchange bldg 1605, 300 Adams Ave
amazon_locker	Fort Myer	VA	38.874665	-77.080752	EXPRESS, 204 Pershing Dr
amazon_locker	Frankinton	NC	36.102205	-78.457956	Fuel Express - 108 S Main St, 108 S Main St
amazon_locker	Freetown	MA	41.762949	-71.095696	Neon, 33-36 Innovation Way
amazon_locker	Ft Mitchell	KY	39.021944	-84.567733	Thomas More University, 333 THOMAS MORE PKWY
amazon_locker	Ft.Campbell	KY	36.636076	-87.460946	Ft.Campbell AFB Troop Mini Mall, 6989 Desert Storm Ave
amazon_locker	Haddon Township	NJ	39.907896	-75.046477	Santander, 302 Haddon Ave
amazon_locker	Harwood Hts	IL	41.965252	-87.805607	4701 N Harlem Ave
amazon_locker	Hazlet Twsp	NJ	40.432965	-74.180454	1170 Hwy 36
amazon_locker	Hot Springs National Park	AR	34.464471	-93.072841	don Ferry 155 LLC DBA, 1609 HIGDON FERRY RD, Higdon Ferry Shell/Higdon Ferry SuperStop
amazon_locker	Idlewylde	MD	39.373398	-76.594731	6315 Sherwood Rd
amazon_locker	Jbsa Ft Sam	TX	29.448433	-98.450931	Express, 2403 WINFIELD SCOTT RD
amazon_locker	Jbsa Ft Sam	TX	29.462274	-98.434687	AAFES, 1387 Williams Rd
amazon_locker	Lakebay	WA	47.339588	-122.745207	Food Market at Key Center, 9021 Key Peninsula Hwy NW
amazon_locker	Landsdale	PA	40.259387	-75.264901	Wawa - 8149, 1900 N Broad st
amazon_locker	Las Chavez	NM	34.754626	-106.748219	Allsups, 4603 Highway 314 SW
amazon_locker	Laurelton	NY	40.67517	-73.738118	FAMILY DOLLAR, 23138 Merrick Blvd
amazon_locker	LaVergne	TN	36.020691	-86.580634	Ramji LLC, 5094 Murfreesboro Road
amazon_locker	Lutherville-Timonium	MD	39.442802	-76.626216	Staples, 2131 York Rd
amazon_locker	Marion	CT	41.562899	-72.918113	GO HAPPY MART + KITCHEN, 2110 Meriden Waterbury Tpke
amazon_locker	Middleborough	MA	41.906971	-70.956147	Amazon Delivery Stations, 30 Commerce Blvd
amazon_locker	Middleton	RI	41.521653	-71.282458	533 E Main Rd, 533 E Main Rd
amazon_locker	Montezuma	NY	42.963573	-76.733915	41 Clark Street Rd
amazon_locker	Mount Berry	GA	34.28951	-85.1871	Berry College, 2277 MARTHA BERRY HWY NW
amazon_locker	Mt Orab	OH	39.032915	-83.918628	400 N HIGH ST
amazon_locker	Mt.	CA	41.308639	-122.315881	Ray's Food Place-24, 160 Morgan Way
amazon_locker	Niagra Falls	NY	43.106806	-78.994534	Amazon Locker Team - Inbound Lead, 6021 Porter Rd
amazon_locker	North Rochester	NY	43.145954	-77.55437	Go Car Wash, 34 N WINTON RD
amazon_locker	North Venice	FL	27.138035	-82.40166	Food Mart, 1000 Knights Trail Rd
amazon_locker	Okatie	SC	32.300867	-80.975032	University of South Carolina Beaufort, 29 E Campus Dr
amazon_locker	Pasadena (TX)	TX	29.6871	-95.199466	1701 mexican food mart, 1701 pasadena blvd
amazon_locker	Phialdelphia	PA	40.028039	-75.151703	Belfield deli Market - 1653 Belfield ave, 1653 Belfield ave
amazon_locker	Pittsgrove	NJ	39.549046	-75.155191	Pittsgrove Deli & Grocery, 1031 Centerton Rd
amazon_locker	Point Loma	CA	32.740971	-117.229176	Stump's Family Marketplace, 3770 VOLTAIRE AVE
amazon_locker	Preston	WA	47.526008	-121.936783	Preston General Store, 30365 SE HIGH POINT WAY
amazon_locker	Pt Jervis	NY	41.369211	-74.688668	107 Jersey Ave
amazon_locker	Ridley	PA	39.88352	-75.329952	Wawa, 111 Morton Ave.
amazon_locker	Riverside	NJ	40.01489	-74.958439	DOLLAR TREE, 4037 ROUTE 130
amazon_locker	San Bernadino	CA	34.066372	-117.279347	G&M Food Mart, 1930 S Waterman Ave
amazon_locker	Scott Township	PA	41.530529	-75.649338	Weis Market, 578 Carbondale Rd
amazon_locker	Secane	PA	39.919271	-75.300136	831 Providence Rd
amazon_locker	Sepulveda	CA	34.235914	-118.472187	15601 Nordhoff St
amazon_locker	Shaker Hts	OH	41.467728	-81.570316	Compass Self Storage, 16005 Chagrin Blvd
amazon_locker	Shaw AFB	SC	33.977596	-80.487016	Shaw AFB Main Exchange bldg 1403, 370 Rhodes Ave
amazon_locker	Siena	NY	42.721837	-73.75089	Siena College - Cushing Laundry Room, 515 Loudon Road
amazon_locker	South Abington Township	PA	41.485096	-75.690711	Weis Market, 1020 Northern Blvd
amazon_locker	St helens	OR	45.855841	-122.825073	Skinny's, 373 S Columbia River Hwy
amazon_locker	St. Albans	NY	40.691576	-73.762785	PAY-O-MATIC, 18834 Linden Blvd
amazon_locker	Stafford	NJ	39.704451	-74.277716	STAPLES, 601 Washington Avenue
amazon_locker	USAF Academy	CO	39.00672	-104.885925	AAFES, 2354 FAIRCHILD DR
amazon_locker	USAF Academy	CO	39.006975	-104.888398	Sijan Hall, 2348 SIJAN DR
amazon_locker	Whately	MA	42.468531	-72.613399	Circle K - #4707508, 1 SUNDERLAND RD
amazon_locker	Williamina	OR	45.078798	-123.4861	Williamina Select, 112 NE Main
amazon_locker	Willow St	PA	39.985239	-76.28214	Weis Market, 2600 Willow St Pike Suite 5
amazon_locker	Winona	IN	41.226502	-85.817547	Grace College & Seminary, 1 Lancer Way
amazon_locker	Winston -Salem	NC	36.083614	-80.256558	Family Dollar - 23857, 631 PETERS CREEK PKWY
amazon_locker	Woodlawn	MD	39.31319	-76.737956	6646 Security Blvd
amazon_locker	Zieglerville	PA	40.277833	-75.481171	Wawa, 3 BIG RD
amc_theatres	Layton Hills	UT	41.081507	-111.979229	728 West 1425 North
amc_theatres	Rockville Ctr.	NY	40.656804	-73.645246	18 North Park Avenue
amc_theatres	Springhill	TN	35.737286	-86.944049	2068 Crossing Circle
americinn	Silver City	MI	46.829929	-89.572753	120 Lincoln Ave
americinn	St cloud	MN	45.549589	-94.209599	4120 2nd St S
anytime_fitness	Algiers	LA	29.91125	-90.00053	5163 General Degaulle, Suites G, H, I & J
anytime_fitness	Burrillville	RI	41.96789	-71.64348	1452 Broncos Hwy
anytime_fitness	Coeur d’Alene	ID	47.673217	-116.7698	1116 Sherman Ave
anytime_fitness	Concord Township	OH	41.68005	-81.28263	9950 Johnnycake Rdg Rd, Unit B
anytime_fitness	Denham Springs (Watson)	LA	30.53865	-90.95578	32350 Hwy 16, Bldg N
anytime_fitness	Easton	MA	42.087829	-71.094335	25 Washington St
anytime_fitness	Elko-New Market	MN	44.57335	-93.35344	321 Main St, Ste 104
anytime_fitness	Freetown	MA	41.76998	-70.95624	1 Chace Rd
anytime_fitness	Hidden Valley	CA	38.79517	-122.55675	18990 Coyote Valley Rd, Stes 20 & 21
anytime_fitness	Knoxville (Farragut)	TN	35.86644	-84.20138	12572 Kingston Pike
anytime_fitness	LaCrosse	WI	43.779892	-91.225755	3514 Mormon Coulee Rd
anytime_fitness	LaPine	OR	43.67582	-121.50031	16487 Bluewood Pl
anytime_fitness	LaVernia	TX	29.356	-98.12661	13857 US Hwy 87 W, 300
anytime_fitness	League City-Kemah	TX	29.54296	-95.05655	3202 Marina Bay Dr
anytime_fitness	Macedonia	GA	34.25262	-84.35872	8016 Cumming Hwy, Ste 301
anytime_fitness	McCarran	NV	39.55502	-119.48967	727 USA Parkway
anytime_fitness	Mount Lookout	OH	39.1157	-84.43801	3537 Columbia Pkwy
anytime_fitness	Mt Vernon	WA	48.44334	-122.34349	205 W Stewart Rd
anytime_fitness	Mt. Dora	FL	28.82101	-81.67303	17195 US Hwy 441
anytime_fitness	Mt. Pleasant	IA	40.97486	-91.53683	700 N Grand Ave
anytime_fitness	O' Neill	NE	42.457549	-98.648885	307 E Douglas St
anytime_fitness	Prairie du Sac (Sauk City)	WI	43.29333	-89.73594	1400 Prairie St
anytime_fitness	Rotonda West	FL	26.91286	-82.22805	41 Chailett Rd
anytime_fitness	Sagamore Hills	OH	41.31501	-81.55367	419 W. Aurora Rd.
anytime_fitness	Shelby Charter Township	MI	42.69781	-83.09349	2079 25 Mile Rd
anytime_fitness	Sparks	MD	39.525691	-76.644766	14630 York Rd
anytime_fitness	St. Mary's	GA	30.75428	-81.57967	2800 Osborne Rd
anytime_fitness	Sutton	MA	42.169753	-71.750181	64 Worcester-Providence Turnpike
applebees	Ft. Oglethorpe	GA	34.945677	-85.226968	2219 Battlefield Parkway
applebees	Ft. Pierce	FL	27.42166	-80.374685	4898 Okeechobee Rd.
applebees	Green Acres	FL	26.650696	-80.146458	6706 Forrest Hill Blvd.
applebees	Manchester	NJ	40.013824	-74.294429	1055 Route 70, Manchester Plaza
applebees	OFallon	MO	38.7937	-90.6995	1377 Highway K
applebees	W. Columbia	SC	33.979455	-81.110339	2815 Augusta Road
applebees	W. Des Moines	IA	41.559228	-93.794327	6190 Mills Civic Pkwy W
arbys	Christianburg	VA	37.166067	-80.422177	2650 Market Street
arbys	de Funiak Springs	FL	30.705494	-86.123082	1176 Freeport Hwy S
arbys	de Land	FL	29.053001	-81.304631	1438 N Woodland Blvd
arbys	de Witt	MI	42.823675	-84.543617	13270 S Us Highway 27
arbys	Delhi	OH	39.094867	-84.609581	5015 Delhi Pike
arbys	Evesham	NJ	39.913781	-74.924873	220 N. Maple Ave
arbys	Fort Moore	GA	32.359412	-84.974258	Merchant Street & Oark Street
arbys	Ft. Hood	TX	31.127249	-97.791705	49020 80th & Santa Fe
arbys	Ft. Meade	MD	39.09808	-76.755677	8375 Mapes Rd
arbys	Hampton Cove	AL	34.662601	-86.484296	6545 Highway 431 South
arbys	Hazel Township	PA	40.971684	-76.010857	400 Susquehanna Blvd
arbys	Jb Andrews	MD	38.81705	-76.882019	Building 1811 G Street
arbys	Joint Base Lewis-McChord	WA	47.107168	-122.592545	41st Division Dr., Bldg. 5280
arbys	Langley Afb	VA	37.074743	-76.361168	61 Spaatz Dr
arbys	Leroy	IL	40.340532	-88.761214	505 South Persimmon Dr
arbys	Medical	WA	47.642934	-117.669286	14202 W. State Rd. 2
arbys	Mt. Pleasant	IA	40.981919	-91.539384	1300 North Grande Ave.
arbys	Mt. Pleasant	TX	33.144374	-94.969062	1300 S. Jefferson
arbys	North Holladay	TN	35.839439	-88.084487	13820 Hwy 641
arbys	Travis Air Force Base	CA	38.269631	-121.949386	461 Skymaster Circle Bldg 648, BLDG 648
arbys	Upper Allen Township	PA	40.193275	-76.982443	240 Cumberland Parkway
arbys	Waverly City	OH	39.111355	-82.996708	961 W Emmitt Ave
arbys	White Hall	MI	43.40954	-86.322424	3280 Colby Street
arbys	Woodlawn	MD	39.312721	-76.754595	7007 Security Blvd
auntie_annes	Charlton City	MA	42.151386	-71.987713	Site 5E Massachusetts Turnpike
auntie_annes	Daytona	FL	29.197073	-81.062405	1700 W Int'L Speedway Blvd
auntie_annes	East Bronx	NY	40.855426	-73.867392	2166 White Plains Road
auntie_annes	Flatbush	NY	40.648314	-73.958466	950 Flatbush Avenue
auntie_annes	Fort Greene	NY	40.683506	-73.974236	625 Atlantic Avenue level 2
auntie_annes	Lackland Air Force Base	TX	29.383218	-98.612845	2180 Reese Street building 1385
auntie_annes	Lahaska	PA	40.346861	-75.031182	5860 York Rd
auntie_annes	Little Egg Harbor Township	NJ	39.600814	-74.36356	630 Route 9 South
auntie_annes	Mt. Pleasant	PA	40.127593	-79.545212	900 Summit Ridge Plaza
auntie_annes	Pennsdale	PA	41.239936	-76.826377	300 Lycoming Mall Circle Suite 234
auntie_annes	Prince's Bay	NY	40.515708	-74.197904	25 Hank Place
auntie_annes	Sea Isle	NJ	39.153679	-74.691014	11 43rd St Unit #4
auntie_annes	Sheepshead Bay	NY	40.593909	-73.940965	3694 Nostrand Avenue
banana_republic	Newport Coast	CA	33.570014	-117.833023	7912 East Coast Hwy
banana_republic	Tejon Ranch	CA	34.985081	-118.941743	5701 Outlets at Tejon Parkway, Suite 890
banana_republic	Woodcliff	NJ	41.040778	-74.075587	407 Chestnut Ridge Rd, Ste 7
banana_republic	Woodlands	TX	30.164519	-95.453829	1201 LAKE WOODLANDS DR., 3000
baskin_robbins	Bayshore	NY	40.7679	-73.261691	1750 Fifth Ave
baskin_robbins	Buena Ventura Lakes	FL	28.345757	-81.366348	1935 East Osceola Pkwy
baskin_robbins	FE Warren AFB	WY	41.144261	-104.86236	6305 Missile Dr
baskin_robbins	Holloman Air Force Base	NM	32.838345	-106.083215	551 West 4th St
baskin_robbins	Lauderdale By The Sea	FL	26.198046	-80.096768	4721 N. Ocean Dr
baskin_robbins	Oakland Gardens	NY	40.747405	-73.756309	61-58 Springfield Blvd
baskin_robbins	Paddock	WI	42.568542	-88.106138	24602 75th Street
baskin_robbins	South Ozone Park	NY	40.674391	-73.804678	13320 Rockaway Blvd
baskin_robbins	Toluca	CA	34.152598	-118.36101	10563 Riverside Dr
baskin_robbins	Woodlawn	MD	39.322889	-76.750177	6900 Dogwood Rd
baymont	OFallon	IL	38.587826	-89.944296	1320 Park Plaza Drive
ben_jerrys	New Shoreham	RI	41.17288	-71.55817	224 Water Street, Seaside Marketplace
benihana	Coral Spring	FL	26.251676	-80.25248	<p>1695 North University Drive, Coral Spring, FL 33071
benihana	Lauderdale by the Sea	FL	26.189801	-80.102331	<p>276 E Commercial Blvd., Lauderdale by the Sea, FL, 33308
benihana	N Little Rock	AR	34.754866	-92.269674	<p>2 Riverfront Place, N Little Rock, AR 72114
benihana	NY West	NY	40.763389	-73.976707	<p>47 W 56th st, New York, NY 10019
benihana	South Golden Valley	MN	44.973667	-93.371093	<p>850 Louisiana Avenue, South Golden Valley, MN, 55426
best_buy	Bloomfield	MI	42.60881	-83.294903	2169 S Telegraph Rd
best_buy	Curtis Bay	MD	39.174515	-76.549075	7550 Perryman Ct
best_buy	LaVergne	TN	35.97628	-86.582935	105 Water Tower Trl
best_buy	Lutherville Timonium	MD	39.428969	-76.626593	160 W Ridgely Rd
best_western	Campton	NH	43.811937	-71.66785	1513 US Route 3
best_western	N Topsail Beach	NC	34.509039	-77.432937	1565 NC Highway 210
big_boy	Battle Creek, Mi	MI	42.296911	-85.235655	Big Boy, 2183 W Columbia Ave, Battle Creek, MI 49015, USA
big_boy	Oakland charter Township	MI	42.742264	-83.13949	3756 Rochester Rd, Oakland charter Township, MI 48306, USA
big_boy	Wyoming, Mi	MI	42.875122	-85.796198	4950 Wilson Ave SW, Wyoming, MI 49418, USA
big_lots	(empty)	PA	40.182277	-80.238133	254 Oak Spring Rd, Washington, PA 15301, USA
big_lots	(empty)	PA	40.620645	-79.191156	2444 Philadelphia St, Indiana, PA 15701, USA
big_lots	Gallipolis	WV	38.836629	-82.154497	400 Silver Bridge Plaza, Gallipolis, OH 45631, USA
big_lots	Mt Airy	NC	36.479698	-80.604828	1328 Carter St, Mt Airy, NC 27030, USA
big_lots	Toledo	MI	41.721665	-83.638661	3946 W Alexis Rd, Toledo, OH 43623, USA
bjs	Cutler Ridge	FL	25.58939	-80.35973	10425 Marlin Rd.
bjs	Oaks	PA	40.13065	-75.45223	200-C Mill Rd.
bjs	SW Fort Worth	TX	32.644	-97.417	7241 Harris Pkwy
bjs	Warrensville Height	OH	41.44185	-81.49764	4365 Richmond Rd.
bob_evans	E Liverpool	OH	40.665676	-80.58876	16230 Dresden Ave
bob_evans	Ft Wright	KY	39.031525	-84.53487	489 Orphanage Rd
bob_evans	Grand	MI	42.943584	-83.67792	1370 E Hill Rd
bob_evans	Harmarville	PA	40.538315	-79.84067	1 Mariner Ct
bob_evans	Kanawha Ciy	WV	38.306744	-81.56391	101 Alex Ln
bob_evans	Mt Pleasant	MI	43.611	-84.73592	5652 E Pickard Rd
bob_evans	North Huntington	PA	40.32069	-79.690865	8989 Route 30
bob_evans	Washington	OH	39.551365	-83.42299	1800 Columbus Ave
bojangles	Bassett Forks	VA	36.747623	-79.937124	5740 Virginia Ave.
bojangles	East Flatbush	NY	40.652286	-73.92136	5910 Church Avenue
bojangles	Kings Mtn	NC	35.244367	-81.330761	218 Cleveland Ave
bojangles	Kissimmee (Poinciana)	FL	28.145937	-81.471106	4760 Marigold Ave
bojangles	LaFollette	TN	36.3496	-84.159026	2134 Jacksboro Pike
bojangles	Murrell's Inlet	SC	33.585498	-79.051773	12005 Hwy 707
bojangles	W. Columbia	SC	33.987894	-81.073526	1200 Augusta Road
bonefish_grill	Concord Mills	NC	35.37062	-80.721907	8503 Concord Mills Blvd
bonefish_grill	E. Brunswick	NJ	40.453608	-74.400537	335 Route 18
bonefish_grill	McCandless	PA	40.569624	-80.02312	8950 Covenant Ave
bonefish_grill	N. Myrtle Beach	SC	33.826161	-78.681801	103 Highway 17 S
bonefish_grill	Upper St. Clair	PA	40.345219	-80.056343	1835 Washington Road
boston_market	Eastampton Township	NJ	40.005733	-74.796203	514 High Street, EASTAMPTON TOWNSHIP, NJ 8060, USA
bowling	Aberdeen Township	NJ	40.4011	-74.2271	1061-G NJ-34
bowling	Brampton		43.744621	-79.713503	50 Bramtree Ct.
bowling	Kitchener		43.45729	-80.47554	385 Frederick Street
bowling	N. Brunswick	NJ	40.462555	-74.451995	1 Carolier Lane
bowling	N. Ridgeville	OH	41.3908	-82.0162	38931 Center Ridge Rd.
bowling	South Cape Coral	FL	26.617925	-81.93932	1899 Del Prado Blvd
bp	Allenton	MI	42.923832	-82.945946	1003 Capac Rd
bp	Almeda	TX	29.6141	-95.38816	12602 South Freeway
bp	Arbor Vitae	WI	45.90343	-89.69745	211 US Highway 51 N
bp	Baldwin Place	NY	41.34485	-73.758544	87 Route 6
bp	Barretville	TN	35.374846	-89.756244	9112 Austin Peay Hwy
bp	Bulan	KY	37.314409	-83.172605	32 Lotts Creek Rd
bp	Campbellsport	OH	43.600898	-88.287105	259 North Ave
bp	Cascade	MD	39.710512	-77.483953	25313 Military Rd
bp	Central	MI	45.061664	-85.263702	1806 S Main St
bp	Chippewa-on-the-Lake	OH	41.073565	-81.898885	590 Lake Rd
bp	Culver	MN	46.96053	-92.46331	7425 Swan Lake Rd
bp	Davisburg	MI	42.788692	-83.508378	16853 Dixie Hwy
bp	Dyke	VA	38.253751	-78.539762	8609 Dyke Rd
bp	Eastview	KY	37.577925	-86.035621	13420 Leitchfield Rd
bp	Elkhart	WI	43.832801	-88.010039	510 E Rhine St
bp	Fife	MI	44.584913	-85.352171	620 Boyd St
bp	Fishing Creek	NJ	39.045935	-74.901451	509 S Rt 47
bp	Foxborough (Foxboro)	MA	42.065753	-71.25148	10 Main St
bp	Fredon	NJ	41.047317	-74.792145	364 Route 94
bp	Freedom	WI	44.383243	-88.292074	N4012 County Rd S
bp	Freedom	WI	44.388054	-88.291759	N4135 WI-55
bp	Ft. Bridger	WY	41.3144	-110.5095	I-80 at Bigelow Road, Exit 30
bp	Genesee Depot	WI	42.957469	-88.360283	W307S4819 Wi-83
bp	Glenrio	NM	35.175246	-103.104073	1583 Frontage Rd 4132
bp	Indian Harbor Bch	FL	28.138121	-80.597979	201 E EAU GALLIE BVD
bp	Johnsons Mill	WV	39.604056	-78.238546	1691 Valley Rd
bp	Land O'Lakes	WI	46.160199	-89.206262	4072 COUNTY RD B
bp	Leitchfiled	KY	37.499409	-86.291442	1421 BRANDENBURG RD
bp	Linden Hill	NY	40.773587	-73.845807	26-27 College Point Blvd
bp	Lowmoor	VA	37.792928	-79.882314	204 Westvaco Rd
bp	Lyburn	WV	37.774815	-81.934848	201 Appalachian Outpost Trail
bp	Mattaponi	VA	37.539262	-76.758172	5959 Lewis B Puller Memorial Hwy
bp	Mezeppa	MN	44.270488	-92.546094	360 1ST ST
bp	Middle Valley Estates	TN	35.173362	-85.213085	1406 Boy Scout Rd
bp	Mill City	NV	40.6932	-118.056	6000 E. Frontage Road
bp	Mt Vernon	MO	37.090592	-93.801248	1501 East Mt. Vernon Blvd
bp	Neon Junction	KY	37.180283	-82.716064	103 Highway 317
bp	Pelican	WI	45.4978	-89.168319	723 US Highway 45
bp	Pembroke	NH	43.140307	-71.451592	219 Pembroke St
bp	Pfaftown	NC	36.153603	-80.357295	4575 Yadkinville Rd
bp	Random	WI	43.557354	-87.970514	790 Wolf Rd
bp	Saulsville	WV	37.642319	-81.456761	363 Saulsville Mountain Rd
bp	Smiths Creek	MI	42.98321	-82.538538	2770 Wadhams Rd
bp	South Coffeyville	KS	36.98543	-95.62498	111 E. County Road 2
bp	South Park Township	PA	40.287895	-79.996982	2880 Brownsville Rd
